instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsBox.started,instructionsBox.stopped,leftCategoryLabel_2.started,leftCategoryLabel_2.stopped,rightCategoryLabel_2.started,rightCategoryLabel_2.stopped,leftAttributeLabel_2.started,leftAttributeLabel_2.stopped,rightAttributeLabel_2.started,rightAttributeLabel_2.stopped,orLeft_2.started,orLeft_2.stopped,orRight_2.started,orRight_2.stopped,stimulusImageBox.started,stimulusImageBox.stopped,stimulusTextBox.started,stimulusTextBox.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.started,requiredResponse.stopped,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.started,feedbackResponse.stopped,feedback.started,feedback.stopped,leftCategoryLabel.started,leftCategoryLabel.stopped,rightCategoryLabel.started,rightCategoryLabel.stopped,leftAttributeLabel.started,leftAttributeLabel.stopped,rightAttributeLabel.started,rightAttributeLabel.stopped,orLeft.started,orLeft.stopped,orRight.started,orRight.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,1,0,2,0,,,,,,,,,,,,,,,40.523610792006366,None,40.523610792006366,None,i,1,0.58336520800367,40.523610792006366,None,None,0,,40.523610792006366,None,40.523610792006366,None,40.23864037496969,None,40.23864037496969,None,40.23864037496969,None,40.23864037496969,None,40.23864037496969,None,40.23864037496969,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,1,1,3,1,,,,,,,,,,,,,,,41.44049549999181,None,41.44049549999181,None,e,1,0.6507045830367133,41.44049549999181,None,None,0,,41.44049549999181,None,41.44049549999181,None,41.14918633294292,None,41.14918633294292,None,41.14918633294292,None,41.14918633294292,None,41.14918633294292,None,41.14918633294292,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,2,0,4,0,,,,,,,,,,,,,,,42.42330054193735,None,42.42330054193735,None,i,1,0.733691707951948,42.42330054193735,None,None,0,,42.42330054193735,None,42.42330054193735,None,42.1324439169839,None,42.1324439169839,None,42.1324439169839,None,42.1324439169839,None,42.1324439169839,None,42.1324439169839,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,2,1,5,1,,,,,,,,,,,,,,,43.49005679192487,None,43.49005679192487,None,e,1,0.5741261669900268,43.49005679192487,None,None,0,,43.49005679192487,None,43.49005679192487,None,43.198642874951474,None,43.198642874951474,None,43.198642874951474,None,43.198642874951474,None,43.198642874951474,None,43.198642874951474,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,3,0,6,0,,,,,,,,,,,,,,,44.3899897079682,None,44.3899897079682,None,i,1,0.7885069160256535,44.3899897079682,None,None,0,,44.3899897079682,None,44.3899897079682,None,44.100235749967396,None,44.100235749967396,None,44.100235749967396,None,44.100235749967396,None,44.100235749967396,None,44.100235749967396,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,3,1,7,0,,,,,,,,,,,,,,,45.50665516697336,None,45.50665516697336,None,i,1,1.2572485420387238,45.50665516697336,None,None,0,,45.50665516697336,None,45.50665516697336,None,45.21667129197158,None,45.21667129197158,None,45.21667129197158,None,45.21667129197158,None,45.21667129197158,None,45.21667129197158,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,4,0,8,0,,,,,,,,,,,,,,,47.09001204196829,None,47.09001204196829,None,i,1,0.6544760420219973,47.09001204196829,None,None,0,,47.09001204196829,None,47.09001204196829,None,46.80105316697154,None,46.80105316697154,None,46.80105316697154,None,46.80105316697154,None,46.80105316697154,None,46.80105316697154,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,4,1,9,0,,,,,,,,,,,,,,,48.07341879198793,None,48.07341879198793,None,i,1,0.4329655420733616,48.07341879198793,None,None,0,,48.07341879198793,None,48.07341879198793,None,47.78307849995326,None,47.78307849995326,None,47.78307849995326,None,47.78307849995326,None,47.78307849995326,None,47.78307849995326,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,5,0,10,0,,,,,,,,,,,,,,,48.82347766694147,None,48.82347766694147,None,i,1,0.3348629999672994,48.82347766694147,None,None,0,,48.82347766694147,None,48.82347766694147,None,48.533998999977484,None,48.533998999977484,None,48.533998999977484,None,48.533998999977484,None,48.533998999977484,None,48.533998999977484,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,5,1,11,1,,,,,,,,,,,,,,,49.49007512500975,None,49.49007512500975,None,e,1,0.6445552499499172,49.49007512500975,None,i,1,0.27777641697321087,49.49007512500975,None,49.49007512500975,None,49.19818433292676,None,49.19818433292676,None,49.19818433292676,None,49.19818433292676,None,49.19818433292676,None,49.19818433292676,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,6,0,12,0,,,,,,,,,,,,,,,50.457370250020176,None,50.457370250020176,None,i,1,0.5767326659988612,50.457370250020176,None,None,0,,50.457370250020176,None,50.457370250020176,None,50.1727889169706,None,50.1727889169706,None,50.1727889169706,None,50.1727889169706,None,50.1727889169706,None,50.1727889169706,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,6,1,13,0,,,,,,,,,,,,,,,51.35661770799197,None,51.35661770799197,None,i,1,0.8232332089683041,51.35661770799197,None,e,1,0.4543797089718282,51.35661770799197,None,51.35661770799197,None,51.06780154199805,None,51.06780154199805,None,51.06780154199805,None,51.06780154199805,None,51.06780154199805,None,51.06780154199805,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,7,0,14,1,,,,,,,,,,,,,,,52.5068281670101,None,52.5068281670101,None,e,1,0.6225517499260604,52.5068281670101,None,i,1,0.28058879100717604,52.5068281670101,None,52.5068281670101,None,52.21685516694561,None,52.21685516694561,None,52.21685516694561,None,52.21685516694561,None,52.21685516694561,None,52.21685516694561,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,7,1,15,1,,,,,,,,,,,,,,,53.45750158303417,None,53.45750158303417,None,e,1,0.2674881670391187,53.45750158303417,None,None,0,,53.45750158303417,None,53.45750158303417,None,53.167023874935694,None,53.167023874935694,None,53.167023874935694,None,53.167023874935694,None,53.167023874935694,None,53.167023874935694,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,8,0,16,0,,,,,,,,,,,,,,,54.05710995802656,None,54.05710995802656,None,i,1,0.722433082992211,54.05710995802656,None,e,1,0.35249362501781434,54.05710995802656,None,54.05710995802656,None,53.767478541936725,None,53.767478541936725,None,53.767478541936725,None,53.767478541936725,None,53.767478541936725,None,53.767478541936725,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,8,1,17,1,,,,,,,,,,,,,,,55.10674099996686,None,55.10674099996686,None,e,1,0.6540934580843896,55.10674099996686,None,i,1,0.28488387493416667,55.10674099996686,None,55.10674099996686,None,54.81759041699115,None,54.81759041699115,None,54.81759041699115,None,54.81759041699115,None,54.81759041699115,None,54.81759041699115,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,9,0,18,1,,,,,,,,,,,,,,,56.09016795794014,None,56.09016795794014,None,e,1,0.3051278750644997,56.09016795794014,None,None,0,,56.09016795794014,None,56.09016795794014,None,55.8003053329885,None,55.8003053329885,None,55.8003053329885,None,55.8003053329885,None,55.8003053329885,None,55.8003053329885,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,9,1,19,1,,,,,,,,,,,,,,,56.72365770803299,None,56.72365770803299,None,e,1,0.33691920794080943,56.72365770803299,None,None,0,,56.72365770803299,None,56.72365770803299,None,56.433372917003,None,56.433372917003,None,56.433372917003,None,56.433372917003,None,56.433372917003,None,56.433372917003,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,0,0,0,1,57.8556910000043,None,57.8556910000043,None,57.8556910000043,None,57.8556910000043,None,57.8556910000043,None,57.8556910000043,None,57.8556910000043,None,60.20710020803381,None,60.20710020803381,None,e,1,0.8328922080108896,60.20710020803381,None,i,1,0.6351347920717672,60.20710020803381,None,60.20710020803381,None,59.9102839169791,None,59.9102839169791,None,59.9102839169791,None,59.9102839169791,None,59.9102839169791,None,59.9102839169791,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,0,1,1,2,,,,,,,,,,,,,,,61.35677354200743,None,61.35677354200743,None,i,1,0.46817158395424485,61.35677354200743,None,None,0,,61.35677354200743,None,61.35677354200743,None,61.07038162497338,None,61.07038162497338,None,61.07038162497338,None,61.07038162497338,None,61.07038162497338,None,61.07038162497338,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,4,text_trial_type_4,img_trial_type_4,0,2,2,2,0,2,2,3,,,,,,,,,,,,,,,62.140234207967296,None,62.140234207967296,None,e,1,0.633083708002232,62.140234207967296,None,i,1,0.42493970808573067,62.140234207967296,None,62.140234207967296,None,61.864720207988285,None,61.864720207988285,None,61.864720207988285,None,61.864720207988285,None,61.864720207988285,None,61.864720207988285,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,1,text_trial_type_1,img_trial_type_1,0,2,2,2,0,3,3,0,,,,,,,,,,,,,,,63.073733250028454,None,63.073733250028454,None,i,1,0.9135527909966186,63.073733250028454,None,e,1,0.5191726250341162,63.073733250028454,None,63.073733250028454,None,62.790027917013504,None,62.790027917013504,None,62.790027917013504,None,62.790027917013504,None,62.790027917013504,None,62.790027917013504,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,4,text_trial_type_4,img_trial_type_4,0,2,2,2,1,0,4,3,,,,,,,,,,,,,,,64.3060611669207,None,64.3060611669207,None,e,1,1.0825447080424055,64.3060611669207,None,i,1,0.6943535840837285,64.3060611669207,None,64.3060611669207,None,64.01923458301462,None,64.01923458301462,None,64.01923458301462,None,64.01923458301462,None,64.01923458301462,None,64.01923458301462,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,1,1,5,2,,,,,,,,,,,,,,,65.70726420800202,None,65.70726420800202,None,i,1,0.5898523749783635,65.70726420800202,None,e,1,0.3028660829877481,65.70726420800202,None,65.70726420800202,None,65.4172294579912,None,65.4172294579912,None,65.4172294579912,None,65.4172294579912,None,65.4172294579912,None,65.4172294579912,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,1,2,6,2,,,,,,,,,,,,,,,66.62404149991926,None,66.62404149991926,None,i,1,0.26929766696412116,66.62404149991926,None,None,0,,66.62404149991926,None,66.62404149991926,None,66.33291016693693,None,66.33291016693693,None,66.33291016693693,None,66.33291016693693,None,66.33291016693693,None,66.33291016693693,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,1,3,7,1,,,,,,,,,,,,,,,67.20678112492897,None,67.20678112492897,None,e,1,0.7631628330564126,67.20678112492897,None,i,1,0.4238797089783475,67.20678112492897,None,67.20678112492897,None,66.92343129194342,None,66.92343129194342,None,66.92343129194342,None,66.92343129194342,None,66.92343129194342,None,66.92343129194342,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,2,text_trial_type_2,img_trial_type_2,0,2,2,2,2,0,8,1,,,,,,,,,,,,,,,68.2737432080321,None,68.2737432080321,None,e,1,0.28116075007710606,68.2737432080321,None,None,0,,68.2737432080321,None,68.2737432080321,None,67.98991124995518,None,67.98991124995518,None,67.98991124995518,None,67.98991124995518,None,67.98991124995518,None,67.98991124995518,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,1,text_trial_type_1,img_trial_type_1,0,2,2,2,2,1,9,0,,,,,,,,,,,,,,,68.85703191696666,None,68.85703191696666,None,i,1,0.7019009999930859,68.85703191696666,None,e,1,0.31824258295819163,68.85703191696666,None,68.85703191696666,None,68.57315579196438,None,68.57315579196438,None,68.57315579196438,None,68.57315579196438,None,68.57315579196438,None,68.57315579196438,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,3,text_trial_type_3,img_trial_type_3,0,2,2,2,2,2,10,2,,,,,,,,,,,,,,,69.89063816692214,None,69.89063816692214,None,i,1,0.3111867910483852,69.89063816692214,None,None,0,,69.89063816692214,None,69.89063816692214,None,69.60108004196081,None,69.60108004196081,None,69.60108004196081,None,69.60108004196081,None,69.60108004196081,None,69.60108004196081,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,1,text_trial_type_1,img_trial_type_1,0,2,2,2,2,3,11,0,,,,,,,,,,,,,,,70.50705812498927,None,70.50705812498927,None,i,1,0.25315012503415346,70.50705812498927,None,None,0,,70.50705812498927,None,70.50705812498927,None,70.22355949995108,None,70.22355949995108,None,70.22355949995108,None,70.22355949995108,None,70.22355949995108,None,70.22355949995108,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Black People,White People,Bad,Good,or,1,text_trial_type_1,img_trial_type_1,0,2,2,2,3,0,12,0,,,,,,,,,,,,,,,71.07360016694292,None,71.07360016694292,None,i,1,0.703068417031318,71.07360016694292,None,e,1,0.3484215419739485,71.07360016694292,None,71.07360016694292,None,70.78995270794258,None,70.78995270794258,None,70.78995270794258,None,70.78995270794258,None,70.78995270794258,None,70.78995270794258,None,F,20,1,2022_Jul_13_1250,IAT,2021.2.3,59.983804640475476,
